firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name1389,lastname1389,June,19,99,BS Management,+639182028454,Male
name1390,lastname1390,April,27,98,BS Management Engineering,+639273022101,Female
name1391,lastname1391,September,14,00,BS Legal Management,+639175914641,Female
name1392,lastname1392,December,10,98,BS Legal Management,+639187322045,Male
name1393,lastname1393,May,25,99,BS Information Technology Entrepreneurship,+639171105678,Male
name1394,lastname1394,November,22,99,BS Management,+639171545680,Male
name1395,lastname1395,September,19,00,BS Information Technology Entrepreneurship,+639187585983,Male
name1396,lastname1396,October,10,97,BS Legal Management,+639172458849,Male
name1397,lastname1397,June,7,99,BS Information Technology Entrepreneurship,+639178743489,Male
name1398,lastname1398,February,9,98,BS Legal Management,+639184786970,Male
name1399,lastname1399,January,27,99,BS Communications Technology Management,+639275364058,Female
name1400,lastname1400,October,21,97,BS Information Technology Entrepreneurship,+639178447269,Female
name1401,lastname1401,March,4,98,BS Legal Management,+639278278369,Male
name1402,lastname1402,November,23,99,BS Management,+639181403602,Male
name1403,lastname1403,February,1,01,BS Management Engineering,+639278197518,Female
name1404,lastname1404,January,1,98,BS Communications Technology Management,+639277452002,Male
name1405,lastname1405,April,24,97,BS Communications Technology Management,+639276472917,Female
name1406,lastname1406,September,26,98,BS Management Engineering,+639176274750,Male
name1407,lastname1407,August,15,98,BS Legal Management,+639172643947,Female
name1408,lastname1408,July,24,99,BS Management Engineering,+639273207623,Male
name1409,lastname1409,June,2,00,BS Legal Management,+639176407175,Male
name1410,lastname1410,December,16,98,BS Management,+639183451275,Male
name1411,lastname1411,August,26,99,BS Information Technology Entrepreneurship,+639273067412,Female
name1412,lastname1412,March,8,97,BS Management Engineering,+639178406344,Male
name1413,lastname1413,July,22,97,BS Information Technology Entrepreneurship,+639172674274,Male
name1414,lastname1414,July,21,00,BS Legal Management,+639172215774,Male
name1415,lastname1415,May,6,99,BS Communications Technology Management,+639182581542,Male
name1416,lastname1416,November,11,98,BS Management,+639274549508,Female
name1417,lastname1417,November,22,98,BS Legal Management,+639274931137,Male
name1418,lastname1418,July,13,00,BS Management,+639274303435,Male
name1419,lastname1419,April,16,99,BS Communications Technology Management,+639171195674,Female
name1420,lastname1420,November,26,99,BS Management,+639277718868,Male
name1421,lastname1421,September,5,98,BS Management,+639176681478,Female
name1422,lastname1422,September,22,99,BS Management,+639273373974,Female
name1423,lastname1423,July,14,98,BS Legal Management,+639183731692,Male
name1424,lastname1424,November,16,98,BS Legal Management,+639185814912,Male
name1425,lastname1425,July,20,01,BS Management,+639184842669,Male
name1426,lastname1426,December,25,99,BS Management Engineering,+639271374284,Female
name1427,lastname1427,December,15,97,BS Communications Technology Management,+639177249747,Female
name1428,lastname1428,May,15,97,BS Information Technology Entrepreneurship,+639181178158,Male
name1429,lastname1429,August,22,00,BS Management,+639173374303,Male
name1430,lastname1430,November,6,98,BS Management,+639174442276,Male
name1431,lastname1431,August,7,98,BS Management,+639179288674,Male
name1432,lastname1432,April,28,98,BS Legal Management,+639271817133,Female
name1433,lastname1433,August,2,00,BS Communications Technology Management,+639184148735,Male
name1434,lastname1434,February,13,99,BS Management Engineering,+639278288104,Female
name1435,lastname1435,May,24,99,BS Communications Technology Management,+639278534088,Male
name1436,lastname1436,June,24,97,BS Management,+639172187609,Female
name1437,lastname1437,February,19,01,BS Legal Management,+639278114705,Male
name1438,lastname1438,June,26,98,BS Management,+639185614308,Male
name1439,lastname1439,June,27,00,BS Management Engineering,+639275131933,Female
name1440,lastname1440,March,19,98,BS Communications Technology Management,+639178581172,Female
name1441,lastname1441,March,15,99,BS Management,+639176655128,Female
name1442,lastname1442,September,21,99,BS Legal Management,+639274573828,Female
name1443,lastname1443,March,14,99,BS Management,+639276844492,Male
name1444,lastname1444,January,8,99,BS Legal Management,+639277863031,Male
name1445,lastname1445,September,7,01,BS Communications Technology Management,+639279931326,Male
name1446,lastname1446,May,27,99,BS Management Engineering,+639183672882,Male
name1447,lastname1447,February,21,98,BS Information Technology Entrepreneurship,+639174438759,Male
name1448,lastname1448,February,26,98,BS Management,+639187895546,Female
name1449,lastname1449,March,13,98,BS Communications Technology Management,+639171785991,Male
name1450,lastname1450,March,14,97,BS Communications Technology Management,+639271561184,Female
name1451,lastname1451,November,11,99,BS Legal Management,+639173824890,Male
name1452,lastname1452,October,12,01,BS Legal Management,+639179604687,Female
name1453,lastname1453,December,11,00,BS Information Technology Entrepreneurship,+639273222243,Female
name1454,lastname1454,February,15,98,BS Communications Technology Management,+639278324339,Female
name1455,lastname1455,January,5,97,BS Communications Technology Management,+639175153847,Male
name1456,lastname1456,February,4,01,BS Management Engineering,+639176159128,Female
name1457,lastname1457,June,21,99,BS Communications Technology Management,+639171612559,Male
name1458,lastname1458,December,7,00,BS Information Technology Entrepreneurship,+639171578809,Male
name1459,lastname1459,May,23,98,BS Legal Management,+639174619605,Male
name1460,lastname1460,October,27,97,BS Communications Technology Management,+639173739387,Male
name1461,lastname1461,March,24,97,BS Legal Management,+639177339630,Male
name1462,lastname1462,January,19,00,BS Management,+639178313939,Male
name1463,lastname1463,September,17,98,BS Information Technology Entrepreneurship,+639177478978,Female
name1464,lastname1464,May,2,98,BS Information Technology Entrepreneurship,+639272471072,Female
name1465,lastname1465,March,13,97,BS Legal Management,+639272996251,Male
name1466,lastname1466,August,22,99,BS Management,+639275332737,Male
name1467,lastname1467,January,5,99,BS Management Engineering,+639176161710,Male
name1468,lastname1468,May,26,98,BS Communications Technology Management,+639173635546,Female
name1469,lastname1469,February,20,98,BS Management,+639275024474,Female
name1470,lastname1470,September,24,98,BS Legal Management,+639182941027,Female
name1471,lastname1471,August,19,98,BS Information Technology Entrepreneurship,+639273441830,Male
name1472,lastname1472,October,6,00,BS Management Engineering,+639181848390,Male
name1473,lastname1473,November,19,97,BS Communications Technology Management,+639183869272,Female
name1474,lastname1474,January,17,98,BS Communications Technology Management,+639188731895,Female
name1475,lastname1475,November,27,01,BS Legal Management,+639182689223,Female
name1476,lastname1476,March,17,97,BS Management,+639174465151,Female
name1477,lastname1477,November,4,98,BS Communications Technology Management,+639181491182,Female
name1478,lastname1478,April,10,00,BS Communications Technology Management,+639271411139,Female
name1479,lastname1479,April,13,01,BS Legal Management,+639183229858,Female
name1480,lastname1480,November,27,00,BS Management Engineering,+639181858617,Male
name1481,lastname1481,July,2,01,BS Management,+639273555906,Female
name1482,lastname1482,August,3,01,BS Communications Technology Management,+639172601467,Male
name1483,lastname1483,February,28,97,BS Legal Management,+639186731640,Female
name1484,lastname1484,February,18,99,BS Management Engineering,+639274007002,Male
name1485,lastname1485,January,21,01,BS Management,+639181622673,Male
name1486,lastname1486,February,12,97,BS Management Engineering,+639183142326,Male
name1487,lastname1487,February,6,00,BS Management Engineering,+639177744619,Female
name1488,lastname1488,May,8,98,BS Management Engineering,+639179821304,Female
name1489,lastname1489,August,25,98,BS Legal Management,+639184664113,Female
name1490,lastname1490,November,15,99,BS Management Engineering,+639275264600,Female
name1491,lastname1491,November,19,97,BS Management,+639178405589,Female
name1492,lastname1492,March,4,99,BS Communications Technology Management,+639183373436,Male
name1493,lastname1493,September,17,01,BS Management,+639188508278,Female
name1494,lastname1494,June,2,99,BS Information Technology Entrepreneurship,+639272722481,Male
name1495,lastname1495,May,1,97,BS Communications Technology Management,+639273178513,Female
name1496,lastname1496,April,1,98,BS Management,+639174722973,Female
name1497,lastname1497,November,4,97,BS Information Technology Entrepreneurship,+639279792316,Female
name1498,lastname1498,April,27,97,BS Communications Technology Management,+639278721565,Male
name1499,lastname1499,September,13,01,BS Legal Management,+639278993998,Male
name1500,lastname1500,January,16,99,BS Legal Management,+639275148153,Male
name1501,lastname1501,December,7,97,BS Legal Management,+639275608025,Female
name1502,lastname1502,January,18,00,BS Communications Technology Management,+639179437148,Female
name1503,lastname1503,January,4,98,BS Legal Management,+639273763449,Female
name1504,lastname1504,August,26,98,BS Information Technology Entrepreneurship,+639277651116,Female
name1505,lastname1505,April,2,99,BS Communications Technology Management,+639279981959,Female
name1506,lastname1506,November,28,99,BS Management,+639174262724,Male
name1507,lastname1507,September,25,97,BS Management Engineering,+639175381553,Female
name1508,lastname1508,May,4,01,BS Communications Technology Management,+639175354647,Female
name1509,lastname1509,May,7,99,BS Communications Technology Management,+639271951266,Female
name1510,lastname1510,September,8,98,BS Communications Technology Management,+639172099303,Female
name1511,lastname1511,April,5,99,BS Communications Technology Management,+639173135237,Male
name1512,lastname1512,June,4,99,BS Management Engineering,+639174101813,Male
name1513,lastname1513,November,20,98,BS Management,+639176905462,Male
name1514,lastname1514,June,9,98,BS Management,+639172696027,Female
name1515,lastname1515,September,21,98,BS Information Technology Entrepreneurship,+639181673141,Female
name1516,lastname1516,September,7,99,BS Management,+639174553546,Female
name1517,lastname1517,December,23,97,BS Information Technology Entrepreneurship,+639172203638,Male
name1518,lastname1518,October,24,97,BS Communications Technology Management,+639182322424,Female
name1519,lastname1519,March,15,99,BS Communications Technology Management,+639274778478,Female
name1520,lastname1520,December,10,01,BS Communications Technology Management,+639185508210,Male
name1521,lastname1521,July,9,99,BS Information Technology Entrepreneurship,+639187741846,Female
name1522,lastname1522,June,16,98,BS Information Technology Entrepreneurship,+639175261163,Male
name1523,lastname1523,February,23,98,BS Legal Management,+639186134122,Male
name1524,lastname1524,October,17,99,BS Information Technology Entrepreneurship,+639272351099,Female
name1525,lastname1525,March,28,00,BS Information Technology Entrepreneurship,+639186785551,Female
name1526,lastname1526,February,19,98,BS Legal Management,+639175006762,Female
name1527,lastname1527,November,20,99,BS Management,+639175086548,Male
name1528,lastname1528,April,26,01,BS Management,+639172644707,Male
name1529,lastname1529,July,15,98,BS Communications Technology Management,+639271363607,Male
name1530,lastname1530,January,7,99,BS Legal Management,+639184507095,Female
name1531,lastname1531,November,19,97,BS Management,+639275857391,Female
name1532,lastname1532,October,9,98,BS Communications Technology Management,+639274308844,Male
name1533,lastname1533,June,17,99,BS Legal Management,+639279467151,Female
name1534,lastname1534,May,6,00,BS Information Technology Entrepreneurship,+639179653855,Male
name1535,lastname1535,September,5,98,BS Communications Technology Management,+639185985927,Male
name1536,lastname1536,June,12,01,BS Information Technology Entrepreneurship,+639187478793,Male
name1537,lastname1537,February,6,00,BS Information Technology Entrepreneurship,+639184326128,Female
name1538,lastname1538,May,18,98,BS Legal Management,+639279699809,Male
name1539,lastname1539,January,24,98,BS Communications Technology Management,+639177564283,Male
name1540,lastname1540,July,7,00,BS Management Engineering,+639172421536,Female
name1541,lastname1541,November,16,99,BS Communications Technology Management,+639274968246,Male
name1542,lastname1542,February,3,99,BS Management,+639185796860,Female
name1543,lastname1543,May,20,97,BS Legal Management,+639277155047,Female
name1544,lastname1544,March,18,97,BS Information Technology Entrepreneurship,+639276646033,Female
name1545,lastname1545,February,7,97,BS Legal Management,+639274263430,Male
name1546,lastname1546,February,9,00,BS Legal Management,+639185679539,Female
name1547,lastname1547,March,4,98,BS Management,+639274983341,Male
name1548,lastname1548,October,10,99,BS Communications Technology Management,+639274008565,Male
name1549,lastname1549,June,23,99,BS Management,+639177606884,Male
name1550,lastname1550,October,15,00,BS Legal Management,+639184104200,Female
name1551,lastname1551,December,13,98,BS Management Engineering,+639274491400,Male
name1552,lastname1552,July,11,97,BS Legal Management,+639184424432,Male
name1553,lastname1553,March,19,98,BS Communications Technology Management,+639181636088,Male
name1554,lastname1554,January,10,98,BS Management Engineering,+639179217601,Female
name1555,lastname1555,December,27,97,BS Communications Technology Management,+639188377380,Male
name1556,lastname1556,November,24,99,BS Management Engineering,+639177427013,Female
name1557,lastname1557,April,2,97,BS Management Engineering,+639271156056,Female
name1558,lastname1558,January,19,99,BS Legal Management,+639274053000,Male
name1559,lastname1559,August,20,01,BS Management,+639179177094,Female
name1560,lastname1560,May,21,98,BS Information Technology Entrepreneurship,+639274502022,Female
name1561,lastname1561,November,10,99,BS Management Engineering,+639272979539,Male
name1562,lastname1562,June,23,98,BS Management,+639273869411,Female
name1563,lastname1563,November,5,98,BS Management,+639189442477,Male
name1564,lastname1564,July,28,99,BS Management Engineering,+639279457548,Male
name1565,lastname1565,August,15,97,BS Management Engineering,+639185913333,Male
name1566,lastname1566,August,12,97,BS Legal Management,+639276214551,Male
name1567,lastname1567,June,2,01,BS Communications Technology Management,+639175008114,Male
name1568,lastname1568,September,3,99,BS Legal Management,+639278151632,Male
name1569,lastname1569,March,18,99,BS Management Engineering,+639186323144,Male
name1570,lastname1570,September,16,97,BS Management,+639178907944,Male
name1571,lastname1571,April,25,01,BS Management,+639182606647,Female
name1572,lastname1572,September,14,01,BS Communications Technology Management,+639188684725,Male
name1573,lastname1573,January,26,97,BS Legal Management,+639179003067,Male
name1574,lastname1574,December,9,98,BS Legal Management,+639175643281,Male
name1575,lastname1575,January,22,98,BS Management,+639188157208,Female
name1576,lastname1576,March,17,98,BS Information Technology Entrepreneurship,+639276323351,Female
name1577,lastname1577,January,12,97,BS Information Technology Entrepreneurship,+639177608418,Male
name1578,lastname1578,February,27,99,BS Management Engineering,+639175809793,Female
name1579,lastname1579,May,15,99,BS Management Engineering,+639181724970,Female
name1580,lastname1580,May,18,98,BS Information Technology Entrepreneurship,+639182725703,Female
name1581,lastname1581,December,9,01,BS Legal Management,+639189626954,Female
name1582,lastname1582,November,4,00,BS Management Engineering,+639274916684,Female
name1583,lastname1583,November,19,97,BS Management,+639277089046,Male
name1584,lastname1584,July,21,97,BS Management Engineering,+639279288064,Female
name1585,lastname1585,March,5,97,BS Management Engineering,+639279895381,Male
name1586,lastname1586,September,25,97,BS Management,+639178625481,Male
name1587,lastname1587,March,28,97,BS Information Technology Entrepreneurship,+639174972907,Male
name1588,lastname1588,April,11,01,BS Information Technology Entrepreneurship,+639173481333,Male
name1589,lastname1589,May,5,98,BS Legal Management,+639187749374,Male
name1590,lastname1590,January,22,01,BS Legal Management,+639176879040,Female
name1591,lastname1591,February,28,01,BS Information Technology Entrepreneurship,+639275332835,Male
name1592,lastname1592,August,8,01,BS Communications Technology Management,+639272368391,Female
name1593,lastname1593,December,22,97,BS Management,+639187839530,Male
name1594,lastname1594,September,4,97,BS Management,+639189275880,Female
name1595,lastname1595,June,25,00,BS Information Technology Entrepreneurship,+639276616951,Female
name1596,lastname1596,March,27,00,BS Legal Management,+639183591983,Female
name1597,lastname1597,July,20,99,BS Management,+639172924179,Male
name1598,lastname1598,November,15,99,BS Management,+639182858534,Male
name1599,lastname1599,September,25,98,BS Management Engineering,+639181648297,Male
name1600,lastname1600,June,1,98,BS Communications Technology Management,+639272888492,Female
name1601,lastname1601,February,15,97,BS Management,+639188679643,Female
name1602,lastname1602,June,25,97,BS Management Engineering,+639189051512,Female
name1603,lastname1603,September,4,99,BS Information Technology Entrepreneurship,+639275759786,Female
name1604,lastname1604,May,19,98,BS Legal Management,+639189085902,Male
name1605,lastname1605,April,5,99,BS Communications Technology Management,+639183863965,Male
name1606,lastname1606,May,20,97,BS Management,+639171098620,Female
name1607,lastname1607,January,1,97,BS Communications Technology Management,+639273345450,Male
name1608,lastname1608,April,21,98,BS Management Engineering,+639188121222,Male
name1609,lastname1609,July,18,98,BS Legal Management,+639188577371,Female
name1610,lastname1610,March,25,99,BS Management,+639278345521,Male
name1611,lastname1611,April,14,00,BS Management,+639184858289,Male
name1612,lastname1612,June,13,99,BS Management Engineering,+639179224155,Female
name1613,lastname1613,February,15,97,BS Management Engineering,+639278937520,Female
name1614,lastname1614,January,1,97,BS Management,+639173263403,Male
name1615,lastname1615,November,20,97,BS Communications Technology Management,+639176456607,Female
name1616,lastname1616,April,16,98,BS Management Engineering,+639174347543,Male
name1617,lastname1617,October,13,99,BS Communications Technology Management,+639185079807,Male
name1618,lastname1618,May,18,99,BS Communications Technology Management,+639171692137,Female
name1619,lastname1619,April,25,98,BS Legal Management,+639275061238,Male
name1620,lastname1620,July,17,99,BS Information Technology Entrepreneurship,+639183689133,Male
name1621,lastname1621,July,19,99,BS Information Technology Entrepreneurship,+639275582114,Male
name1622,lastname1622,May,9,97,BS Management Engineering,+639175981160,Female
name1623,lastname1623,October,28,99,BS Communications Technology Management,+639279978860,Male
name1624,lastname1624,June,23,99,BS Management Engineering,+639279733481,Male
name1625,lastname1625,April,7,97,BS Management Engineering,+639177827480,Female
name1626,lastname1626,July,7,98,BS Management,+639187729716,Male
name1627,lastname1627,December,26,00,BS Management,+639172095036,Male
name1628,lastname1628,October,1,99,BS Information Technology Entrepreneurship,+639187183375,Male
name1629,lastname1629,August,13,99,BS Legal Management,+639187776708,Male
name1630,lastname1630,September,11,97,BS Management Engineering,+639177827638,Male
name1631,lastname1631,December,8,01,BS Management Engineering,+639177009826,Male
name1632,lastname1632,February,16,99,BS Legal Management,+639174225632,Male
name1633,lastname1633,July,27,98,BS Management,+639273522048,Male
name1634,lastname1634,June,25,01,BS Information Technology Entrepreneurship,+639276674402,Female
name1635,lastname1635,September,3,00,BS Management Engineering,+639183542271,Female
name1636,lastname1636,December,7,98,BS Communications Technology Management,+639175994743,Male
name1637,lastname1637,December,22,97,BS Management Engineering,+639171458973,Male
name1638,lastname1638,April,25,97,BS Information Technology Entrepreneurship,+639179361237,Female
name1639,lastname1639,March,8,99,BS Information Technology Entrepreneurship,+639175309570,Female
name1640,lastname1640,August,3,98,BS Management,+639173244108,Male
name1641,lastname1641,June,14,97,BS Management Engineering,+639271908210,Male
name1642,lastname1642,December,12,99,BS Management,+639174753924,Female
name1643,lastname1643,March,10,97,BS Management,+639178578466,Male
name1644,lastname1644,September,21,00,BS Management,+639184563730,Male
name1645,lastname1645,March,21,98,BS Management Engineering,+639188457547,Male
name1646,lastname1646,August,4,01,BS Management,+639276275354,Female
name1647,lastname1647,February,5,00,BS Management Engineering,+639175137001,Male
name1648,lastname1648,July,8,98,BS Legal Management,+639176098149,Male
name1649,lastname1649,March,17,97,BS Management Engineering,+639273243799,Female
name1650,lastname1650,April,26,01,BS Communications Technology Management,+639182766108,Female
name1651,lastname1651,May,16,97,BS Management Engineering,+639175408194,Male
name1652,lastname1652,July,23,99,BS Information Technology Entrepreneurship,+639278052574,Male
name1653,lastname1653,July,7,98,BS Communications Technology Management,+639279397447,Female
name1654,lastname1654,November,4,98,BS Management,+639182793610,Male
name1655,lastname1655,January,17,00,BS Communications Technology Management,+639271823538,Male
name1656,lastname1656,May,9,01,BS Communications Technology Management,+639172252450,Female
name1657,lastname1657,February,20,97,BS Information Technology Entrepreneurship,+639275855387,Female
name1658,lastname1658,November,17,99,BS Information Technology Entrepreneurship,+639271324378,Female
name1659,lastname1659,February,16,01,BS Management,+639174266016,Male
name1660,lastname1660,March,4,97,BS Legal Management,+639183779121,Female
name1661,lastname1661,December,19,97,BS Legal Management,+639273512073,Female
name1662,lastname1662,May,11,00,BS Information Technology Entrepreneurship,+639173319925,Male
name1663,lastname1663,June,7,99,BS Information Technology Entrepreneurship,+639272828654,Male
name1664,lastname1664,June,9,01,BS Legal Management,+639171092041,Male
name1665,lastname1665,March,27,98,BS Management,+639188769262,Female
name1666,lastname1666,October,4,00,BS Legal Management,+639174935680,Female
name1667,lastname1667,September,25,99,BS Legal Management,+639177822046,Female
name1668,lastname1668,August,2,98,BS Communications Technology Management,+639183168589,Male
name1669,lastname1669,June,16,97,BS Legal Management,+639279276310,Female
name1670,lastname1670,July,19,97,BS Management Engineering,+639274018816,Female
name1671,lastname1671,February,27,01,BS Information Technology Entrepreneurship,+639172342366,Male
name1672,lastname1672,May,9,99,BS Legal Management,+639172119349,Female
name1673,lastname1673,January,8,00,BS Communications Technology Management,+639175284529,Female
name1674,lastname1674,November,19,98,BS Management Engineering,+639172091835,Male
name1675,lastname1675,May,28,97,BS Information Technology Entrepreneurship,+639272674069,Female
name1676,lastname1676,December,25,00,BS Legal Management,+639184065317,Female
name1677,lastname1677,June,18,00,BS Communications Technology Management,+639173507936,Male
name1678,lastname1678,November,13,00,BS Legal Management,+639186686906,Male
name1679,lastname1679,May,12,01,BS Information Technology Entrepreneurship,+639187641314,Male
name1680,lastname1680,December,22,98,BS Information Technology Entrepreneurship,+639172293120,Male
name1681,lastname1681,March,25,99,BS Management Engineering,+639176669320,Male
name1682,lastname1682,October,21,98,BS Management Engineering,+639178737447,Male
name1683,lastname1683,November,10,98,BS Management Engineering,+639184484070,Male
name1684,lastname1684,December,21,97,BS Management,+639278602285,Male
name1685,lastname1685,December,16,97,BS Legal Management,+639182828460,Male
name1686,lastname1686,August,11,97,BS Management Engineering,+639273808663,Male
name1687,lastname1687,April,24,98,BS Management Engineering,+639277259531,Female
name1688,lastname1688,June,3,99,BS Communications Technology Management,+639179613410,Female
name1689,lastname1689,December,18,99,BS Management Engineering,+639274089900,Male
name1690,lastname1690,July,6,97,BS Management Engineering,+639176973877,Female
name1691,lastname1691,September,18,97,BS Information Technology Entrepreneurship,+639179504112,Male
name1692,lastname1692,May,4,00,BS Information Technology Entrepreneurship,+639173312269,Female
name1693,lastname1693,February,7,98,BS Management Engineering,+639278436944,Male
name1694,lastname1694,February,18,01,BS Management,+639189899777,Female
name1695,lastname1695,January,10,97,BS Management,+639189598868,Female
name1696,lastname1696,February,20,01,BS Information Technology Entrepreneurship,+639184329643,Female
name1697,lastname1697,March,7,99,BS Information Technology Entrepreneurship,+639183516631,Male
name1698,lastname1698,October,25,99,BS Information Technology Entrepreneurship,+639177096669,Male
name1699,lastname1699,December,5,97,BS Management,+639177086860,Male
name1700,lastname1700,April,18,98,BS Management,+639174935524,Female
name1701,lastname1701,June,1,97,BS Communications Technology Management,+639173984541,Male
name1702,lastname1702,January,19,98,BS Legal Management,+639174178666,Male
name1703,lastname1703,June,22,97,BS Legal Management,+639182951382,Male
name1704,lastname1704,February,2,98,BS Legal Management,+639185157421,Female
name1705,lastname1705,January,1,97,BS Communications Technology Management,+639173113470,Female
name1706,lastname1706,August,16,98,BS Information Technology Entrepreneurship,+639279399260,Female
name1707,lastname1707,September,23,01,BS Management,+639279863129,Male
name1708,lastname1708,November,3,97,BS Information Technology Entrepreneurship,+639188178602,Female
name1709,lastname1709,December,18,97,BS Information Technology Entrepreneurship,+639187653651,Male
name1710,lastname1710,October,25,01,BS Legal Management,+639276031574,Female
name1711,lastname1711,May,25,98,BS Information Technology Entrepreneurship,+639189701693,Female
name1712,lastname1712,December,19,98,BS Management Engineering,+639279338376,Male
name1713,lastname1713,April,14,97,BS Management,+639277513712,Male
name1714,lastname1714,August,15,01,BS Management,+639182368919,Male
name1715,lastname1715,July,2,97,BS Communications Technology Management,+639175598093,Male
name1716,lastname1716,September,25,00,BS Legal Management,+639185408555,Male
name1717,lastname1717,November,5,97,BS Information Technology Entrepreneurship,+639188942375,Male
name1718,lastname1718,May,17,97,BS Management Engineering,+639188382342,Female
name1719,lastname1719,July,2,00,BS Management Engineering,+639276318040,Female
name1720,lastname1720,January,6,97,BS Legal Management,+639177381839,Male
name1721,lastname1721,July,23,98,BS Communications Technology Management,+639275443279,Female
name1722,lastname1722,March,4,98,BS Information Technology Entrepreneurship,+639176938959,Female
name1723,lastname1723,May,22,98,BS Information Technology Entrepreneurship,+639172813092,Female
name1724,lastname1724,June,10,97,BS Management,+639172526526,Female
name1725,lastname1725,April,23,98,BS Communications Technology Management,+639272685622,Male
name1726,lastname1726,September,26,97,BS Legal Management,+639176609137,Female
name1727,lastname1727,January,26,98,BS Management Engineering,+639275814936,Male
name1728,lastname1728,August,19,97,BS Management,+639175655934,Female
name1729,lastname1729,November,12,97,BS Legal Management,+639187764007,Female
name1730,lastname1730,April,13,99,BS Management Engineering,+639184612548,Female
name1731,lastname1731,August,22,98,BS Communications Technology Management,+639273687728,Female
name1732,lastname1732,August,21,98,BS Management,+639273762938,Male
name1733,lastname1733,January,19,00,BS Communications Technology Management,+639277402743,Female
name1734,lastname1734,June,15,00,BS Legal Management,+639182007458,Female
name1735,lastname1735,March,26,97,BS Legal Management,+639276328106,Female
name1736,lastname1736,October,17,97,BS Legal Management,+639176537150,Female
name1737,lastname1737,August,1,01,BS Management,+639179322383,Male
name1738,lastname1738,February,4,01,BS Legal Management,+639271737762,Male
name1739,lastname1739,August,26,00,BS Management,+639186479671,Female
name1740,lastname1740,May,14,99,BS Legal Management,+639272256935,Female
name1741,lastname1741,September,8,00,BS Information Technology Entrepreneurship,+639188637980,Female
name1742,lastname1742,September,7,99,BS Management,+639183017635,Female
name1743,lastname1743,May,17,00,BS Legal Management,+639279651587,Female
name1744,lastname1744,October,27,97,BS Information Technology Entrepreneurship,+639274781325,Male
name1745,lastname1745,January,6,98,BS Legal Management,+639173216378,Male
name1746,lastname1746,October,16,97,BS Information Technology Entrepreneurship,+639279287417,Female
name1747,lastname1747,July,12,97,BS Management,+639184012702,Female
name1748,lastname1748,September,11,99,BS Communications Technology Management,+639278641701,Male
name1749,lastname1749,May,17,00,BS Legal Management,+639183759630,Female
name1750,lastname1750,February,1,97,BS Management,+639181858937,Male
name1751,lastname1751,May,6,99,BS Management,+639271444452,Male
name1752,lastname1752,September,17,97,BS Information Technology Entrepreneurship,+639277984040,Female
name1753,lastname1753,April,18,98,BS Information Technology Entrepreneurship,+639183864372,Male
name1754,lastname1754,April,20,97,BS Legal Management,+639184004239,Female
name1755,lastname1755,June,2,97,BS Management Engineering,+639174821573,Female
name1756,lastname1756,May,2,98,BS Information Technology Entrepreneurship,+639279421394,Female
name1757,lastname1757,May,11,99,BS Legal Management,+639275456854,Male
name1758,lastname1758,October,21,97,BS Communications Technology Management,+639188628091,Male
name1759,lastname1759,May,14,98,BS Information Technology Entrepreneurship,+639276342284,Female
name1760,lastname1760,August,17,98,BS Communications Technology Management,+639273508183,Male
name1761,lastname1761,March,28,98,BS Management,+639172725999,Female
name1762,lastname1762,May,13,98,BS Communications Technology Management,+639274688484,Male
name1763,lastname1763,May,2,98,BS Communications Technology Management,+639174593522,Male
name1764,lastname1764,June,3,99,BS Management Engineering,+639273091720,Female
name1765,lastname1765,February,18,98,BS Management Engineering,+639279729371,Female
name1766,lastname1766,September,28,01,BS Communications Technology Management,+639183997923,Male
name1767,lastname1767,November,13,98,BS Management,+639271122072,Male
name1768,lastname1768,November,21,98,BS Information Technology Entrepreneurship,+639272445177,Male
name1769,lastname1769,December,8,99,BS Management,+639277506690,Female
name1770,lastname1770,January,5,99,BS Communications Technology Management,+639183214539,Female
name1771,lastname1771,November,4,97,BS Information Technology Entrepreneurship,+639276227513,Male
name1772,lastname1772,December,27,99,BS Legal Management,+639274395173,Male
name1773,lastname1773,February,16,99,BS Management Engineering,+639278865322,Male
name1774,lastname1774,March,13,99,BS Communications Technology Management,+639174582332,Male
name1775,lastname1775,December,8,98,BS Communications Technology Management,+639271267838,Male
name1776,lastname1776,April,19,99,BS Information Technology Entrepreneurship,+639177041136,Female
name1777,lastname1777,April,15,01,BS Legal Management,+639172235890,Male
name1778,lastname1778,May,25,98,BS Management,+639279487837,Female
name1779,lastname1779,February,12,98,BS Information Technology Entrepreneurship,+639278973040,Female
name1780,lastname1780,May,16,01,BS Legal Management,+639185812425,Male
name1781,lastname1781,July,22,01,BS Management,+639187534933,Male
name1782,lastname1782,August,18,01,BS Legal Management,+639272415308,Male
name1783,lastname1783,October,21,97,BS Information Technology Entrepreneurship,+639176508776,Male
name1784,lastname1784,April,26,98,BS Communications Technology Management,+639188432763,Female
name1785,lastname1785,September,10,97,BS Information Technology Entrepreneurship,+639186571572,Male
name1786,lastname1786,August,14,97,BS Communications Technology Management,+639171344322,Male
name1787,lastname1787,August,1,98,BS Legal Management,+639271859470,Male
name1788,lastname1788,September,16,98,BS Legal Management,+639275302041,Female
name1789,lastname1789,August,12,00,BS Legal Management,+639172744019,Male
name1790,lastname1790,January,16,98,BS Management Engineering,+639278885310,Male
name1791,lastname1791,May,21,97,BS Information Technology Entrepreneurship,+639185104996,Female
